,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,72.60_72.80_72.90_73.20_73.30_,72.10_72.00_71.90_71.80_71.70_,6416,6416.tw,20190527,tse,1_1_3_1_1_,0,2_7_3_6_3_,72.70,27,0,12,71.80,000000,瑞祺電通,瑞&#35072;電通股份有限公司,72.10,77.50,72.70,14:30:00,300,72.70,0,1,72.10,0,13:30:00,6416.tw_tse_20190527_B_9999091909,6416.tw_tse_20190527_B_9999091300,1558938600000,0,3,79.30,76,64.90,72.10,72.60
