,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,41.20_41.30_41.45_41.50_41.60_,40.10_40.00_39.90_39.85_39.80_,1419,1419.tw,20190813,tse,1_1_1_2_3_,1_1_1_1_2_,04,0,12,000000,新紡,新光紡織股份有限公司,41.10,40.75,14:30:00,-,-,0,2,40.00,0,13:30:00,1419.tw_tse_20190813_B_9999955881,1565677800000,0,0,45.20,0,37.00,41.10
