,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,9.51_9.52_9.53_9.54_9.57_,9.50_9.49_9.48_9.47_9.46_,8110,8110.tw,20190813,tse,1_13_30_40_2_,3,75_12_13_11_13_,9.74,24,0,12,9.50,000000,華東,華東科技股份有限公司,9.74,9.59,9.51,14:30:00,8,9.59,0,34,9.50,34,13:30:00,8110.tw_tse_20190813_B_9999035874,8110.tw_tse_20190813_B_9999010964,1565677800000,0,34,10.70,682,8.77,9.74,9.50
