,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,38.50_38.60_38.70_39.10_39.25_,38.30_38.25_38.20_38.15_38.10_,1233,1233.tw,20190520,tse,10_2_2_3_2_,0,4_1_5_2_2_,38.30,02,0,12,38.30,000000,天仁,天仁茶業股份有限公司,38.30,40.30,38.50,14:30:00,270,40.30,0,1,38.50,0,13:30:00,1233.tw_tse_20190520_B_9999302434,1558333800000,0,2,42.10,2,34.50,38.30,38.30
