,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,36.15_36.20_36.90_36.95_38.00_,35.45_35.40_35.30_35.20_35.10_,5538,5538.tw,20190520,tse,1_1_6_4_2_,0,1_1_2_2_1_,35.45,10,RR,0,12,35.45,000000,東明-KY,開曼東明控股股份有限公司,35.45,35.80,35.20,14:30:00,-,-,0,0,13:30:00,5538.tw_tse_20190520_B_9999106822,1558333800000,0,1,39.60,1,32.40,36.00,35.45
