,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,128.00_128.50_129.00_129.50_130.00_,127.50_127.00_126.50_126.00_125.50_,4943,4943.tw,20190520,tse,10_1_1_23_17_,11,38_36_94_47_31_,132.50,28,RR,0,12,126.00,000000,康控-KY,英屬開曼群島商康而富控股股份有限公司,131.00,127.50,127.00,14:30:00,1124,127.00,0,173,127.50,173,13:30:00,4943.tw_tse_20190520_B_9999052551,4943.tw_tse_20190520_B_9999029985,1558333800000,0,173,145.00,2480,119.00,132.00,127.50
