,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,40.50_41.00_41.20_41.50_42.70_,40.00_39.80_39.70_39.60_39.50_,8427,8427.tw,20190722,tse,1_1_1_3_1_,1_2_1_1_1_,20,RR,0,12,000000,基勝-KY,基勝(開曼)控股股份有限公司,-,39.65,14:30:00,-,-,0,0,13:30:00,1563777000000,0,-,44.55,36.45,40.50
