,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,26.70_26.75_26.80_26.85_26.90_,26.55_26.40_25.60_24.80_24.70_,2936,2936.tw,20190122,tse,8_12_14_4_1_,0,1_2_1_1_1_,26.70,18,RR,0,12,26.65,000000,客思達-KY,客思達股份有限公司,26.65,26.95,26.40,14:30:00,-,-,0,0,13:30:00,2936.tw_tse_20190122_B_9999382740,2936.tw_tse_20190122_B_9999381966,1548138600000,0,1,29.45,9,24.15,26.80,26.70
