,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,155.00_155.50_168.50_,153.00_152.50_152.00_150.50_150.00_,3130,3130.tw,20190122,tse,5_1_2_,0,1_1_4_1_2_,154.50,30,0,12,154.50,000000,一零四,一零四資訊科技股份有限公司,154.50,154.50,153.00,14:30:00,114,153.00,0,6,168.00,0,13:30:00,3130.tw_tse_20190122_B_9999288852,1548138600000,0,1,168.50,1,138.50,153.50,154.50
