,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,254.00_254.50_255.00_255.50_256.00_,253.50_253.00_252.50_252.00_251.50_,2231,2231.tw,20190122,tse,2_2_6_2_2_,3,3_4_7_20_12_,269.00,05,0,12,245.00,000000,為升,為升電裝工業股份有限公司,250.00,253.50,252.50,14:30:00,774,253.50,0,61,253.50,08:00:00,61,08:00:00,13:30:00,2231.tw_tse_20190122_B_9999208052,2231.tw_tse_20190122_B_9999185434,1548138600000,0,61,273.50,1604,224.50,249.00,253.50
