,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,15.00_15.05_,13.45_13.30_13.20_13.05_13.00_,2429,2429.tw,20190122,tse,1_6_,1_1_2_2_3_,28,0,12,000000,銘旺科,銘旺科技股份有限公司,-,-,14:30:00,-,-,0,2,15.05,0,13:30:00,2429.tw_tse_20190122_B_9999972992,1548138600000,0,0,15.05,0,12.35,13.70
