,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,16.30_16.35_16.50_16.55_16.60_,16.00_15.80_15.75_15.70_15.65_,8488,8488.tw,20190122,tse,1_1_1_1_1_,1_1_4_1_1_,20,RR,0,12,000000,吉源-KY,吉源控股股份有限公司,-,-,14:30:00,-,-,0,10,18.05,0,13:30:00,8488.tw_tse_20190122_B_9999955401,1548138600000,0,0,18.05,0,14.85,16.45
