,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,6.95_6.99_7.00_7.02_7.08_,6.78_6.77_6.75_6.73_6.72_,1443,1443.tw,20190109,tse,4_9_3_1_6_,1_3_3_5_4_,04,0,12,000000,立益,立益紡織股份有限公司,6.88,6.60,14:30:00,-,-,0,1,7.59,0,13:30:00,1443.tw_tse_20190109_B_9999974986,1547015400000,0,0,7.59,0,6.21,6.90
