,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,19.90_19.95_20.00_20.10_20.40_,19.60_19.55_19.50_19.45_19.40_,2923,2923.tw,20190320,tse,1_5_21_1_2_,0,2_2_1_1_1_,20.00,14,RR,0,12,19.30,000000,鼎固-KY,鼎固控股有限公司,19.35,-,19.80,14:30:00,-,-,0,0,13:30:00,2923.tw_tse_20190320_B_9999040042,2923.tw_tse_20190320_B_9999038310,1553063400000,0,1,21.25,117,17.45,19.35,19.95
