,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,3519,3519.tw,20190320,tse,24,0,12,綠能,綠能科技股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1553063400000,-,4.45,3.65,4.05
