,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,18.65_18.70_18.75_18.80_18.90_,18.50_18.15_18.05_17.95_17.90_,1587,1587.tw,20190128,tse,2_5_2_1_1_,0,5_3_1_1_5_,18.70,05,0,12,18.20,000000,吉茂,吉茂精密股份有限公司,18.20,18.85,18.50,14:30:00,-,-,0,0,13:30:00,1587.tw_tse_20190128_B_9999189437,1587.tw_tse_20190128_B_9999188670,1548657000000,0,1,20.20,14,16.60,18.40,18.70
