,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,22.70_22.75_22.80_22.85_22.90_,22.60_22.55_22.50_22.45_22.40_,2415,2415.tw,20190531,tse,1_4_16_6_1_,1,1_4_5_6_10_,22.80,28,0,12,22.45,000000,錩新,錩新科技股份有限公司,22.75,22.60,22.40,14:30:00,-,-,0,5,22.80,0,13:30:00,2415.tw_tse_20190531_B_9999015963,2415.tw_tse_20190531_B_9999011414,1559284200000,0,1,24.85,134,20.35,22.60,22.60
