,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,42.30_42.50_42.60_42.70_42.90_,42.00_41.70_41.50_41.00_40.85_,1419,1419.tw,20190604,tse,1_1_2_3_6_,0,1_1_2_1_1_,42.20,04,0,12,42.20,000000,新紡,新光紡織股份有限公司,42.20,42.00,41.90,14:30:00,67,41.90,0,1,42.30,0,13:30:00,1419.tw_tse_20190604_B_9999924282,1559629800000,0,2,46.00,2,37.70,41.85,42.20
