,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,5.02_5.04_5.50_5.55_,4.90_4.86_4.85_4.84_4.82_,9928,9928.tw,20190604,tse,3_18_3_1_,1_1_2_4_2_,20,0,12,000000,中視,中國電視事業股份有限公司,4.80,4.72,14:30:00,10,4.80,0,0,13:30:00,1559629800000,0,-,5.55,4.55,5.05
