,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,59.50_59.60_59.70_59.80_59.90_,59.30_59.20_59.10_59.00_58.40_,8442,8442.tw,20181224,tse,10_5_20_19_5_,1_6_1_4_2_,20,RR,0,12,000000,威宏-KY,威宏控股股份有限公司,-,-,14:30:00,-,-,0,0,13:30:00,1545633000000,0,-,66.00,54.00,60.00
