,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,18.85_18.90_18.95_19.00_19.05_,18.70_18.65_18.60_18.55_18.50_,1587,1587.tw,20190716,tse,8_5_5_9_5_,0,1_8_5_16_21_,18.85,12,0,12,18.70,000000,吉茂,吉茂精密股份有限公司,18.70,18.90,18.75,14:30:00,525,18.75,0,0,13:30:00,1587.tw_tse_20190716_B_9999398772,1587.tw_tse_20190716_B_9999395621,1563258600000,0,2,20.50,5,16.80,18.65,18.90
