,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,74.80_75.00_75.20_76.50_77.00_,73.70_73.60_73.50_73.20_73.10_,4557,4557.tw,20190603,tse,2_1_1_2_4_,0,3_1_1_1_10_,73.70,05,RR,0,12,73.30,000000,永新-KY,永新控股股份有限公司,73.30,73.70,73.10,14:30:00,40,73.70,0,0,13:30:00,4557.tw_tse_20190603_B_9999202961,4557.tw_tse_20190603_B_9999090844,1559543400000,0,3,80.60,12,66.00,73.30,73.70
