,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,36.45_36.50_37.35_37.50_38.00_,35.25_35.10_35.05_35.00_33.85_,5538,5538.tw,20190603,tse,3_1_1_2_2_,0,1_1_1_1_1_,36.25,10,RR,0,12,36.25,000000,東明-KY,開曼東明控股股份有限公司,36.25,36.60,36.00,14:30:00,-,-,0,0,13:30:00,5538.tw_tse_20190603_B_9999198703,1559543400000,0,1,39.85,1,32.65,36.25,36.25
