,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,110.50_111.00_111.50_112.00_112.50_,109.50_109.00_108.50_108.00_107.50_,2239,2239.tw,20190603,tse,4_8_3_3_4_,0,6_4_9_8_2_,110.50,12,RR,0,12,109.00,000000,英利-KY,開曼英利工業股份有限公司,109.00,115.00,110.50,14:30:00,-,-,0,1,109.50,1,13:30:00,2239.tw_tse_20190603_B_9999087873,2239.tw_tse_20190603_B_9999055993,1559543400000,0,1,120.00,23,98.60,109.50,109.50
