,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,34.95_35.00_35.10_35.20_35.25_,34.80_34.75_34.70_34.60_34.55_,6531,6531.tw,20190515,tse,3_4_1_7_2_,0,6_3_15_7_7_,36.30,24,0,12,33.95,000000,愛普,愛普科技股份有限公司,33.95,34.80,34.75,14:30:00,1438,34.75,0,22,34.80,08:00:00,22,08:00:00,13:30:00,6531.tw_tse_20190515_B_9999039553,6531.tw_tse_20190515_B_9999015782,1557901800000,0,22,41.45,2085,33.95,37.70,34.80
