,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,72.00_72.10_72.20_72.30_72.40_,71.80_71.70_71.60_71.50_71.30_,4557,4557.tw,20190225,tse,22_8_11_3_3_,0,2_7_10_4_2_,72.00,05,RR,0,12,71.60,000000,永新-KY,永新控股股份有限公司,71.90,71.70,71.30,14:30:00,30,71.30,0,0,13:30:00,4557.tw_tse_20190225_B_9999080064,4557.tw_tse_20190225_B_9999042870,1551076200000,0,1,78.90,41,64.70,71.80,71.90
