,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,48.40_48.45_48.50_48.65_48.90_,47.85_47.80_47.55_47.50_47.35_,8497,8497.tw,20190123,tse,1_1_2_1_3_,0,3_5_3_1_1_,48.00,20,0,12,48.00,000000,聯廣,聯廣傳播股份有限公司,48.00,48.45,47.50,14:30:00,-,-,0,15,49.00,0,13:30:00,8497.tw_tse_20190123_B_9999286480,1548225000000,0,1,52.50,1,43.05,47.80,48.00
