,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,90.60_90.90_91.00_91.10_91.20_,90.50_90.40_90.30_90.20_90.10_,6416,6416.tw,20190503,tse,7_2_6_5_6_,0,1_2_2_7_3_,91.40,27,0,12,89.70,000000,瑞祺電通,瑞&#35072;電通股份有限公司,89.70,91.30,90.50,14:30:00,220,90.50,0,6,90.50,6,13:30:00,6416.tw_tse_20190503_B_9999121028,6416.tw_tse_20190503_B_9999094307,1556865000000,0,6,97.90,146,80.10,89.00,90.50
