,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,7.20_7.28_7.29_7.30_7.45_,6.78_6.77_6.73_6.60_6.43_,1475,1475.tw,20190424,tse,1_1_1_5_1_,0,1_1_1_1_2_,6.72,04,0,12,6.72,000000,本盟,本盟光電股份有限公司,6.72,7.01,6.60,14:30:00,149,7.01,0,0,13:30:00,1475.tw_tse_20190424_B_9999343766,1556087400000,0,1,7.71,1,6.31,7.01,6.72
