,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,15.30_15.35_15.40_15.50_15.60_,14.95_14.90_14.85_14.80_14.70_,1735,1735.tw,20190424,tse,1_1_1_7_6_,1_2_1_2_2_,21,0,12,000000,日勝化,日勝化工股份有限公司,14.95,14.80,14:30:00,-,-,0,1,14.95,0,13:30:00,1735.tw_tse_20190424_B_9999048042,1556087400000,0,0,16.70,0,13.70,15.20
