,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,112.00_113.00_119.50_120.00_,111.00_110.50_110.00_109.00_101.00_,6464,6464.tw,20190130,tse,13_3_1_1_,1_2_12_2_1_,20,0,12,000000,台數科,台灣數位光訊科技股份有限公司,111.00,-,14:30:00,5,111.00,0,0,13:30:00,1548829800000,0,-,123.00,101.00,112.00
