,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,26.80_27.00_27.30_27.35_27.70_,26.30_26.10_26.05_26.00_25.95_,2910,2910.tw,20190507,tse,1_1_3_1_1_,1_1_1_1_1_,18,0,12,000000,統領,統領百貨股份有限公司,27.00,26.80,14:30:00,-,-,0,0,13:30:00,1557210600000,0,-,29.70,24.30,27.00
