,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,6531,6531.tw,20190514,tse,24,0,12,愛普,愛普科技股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1557815400000,-,41.45,33.95,37.70
