,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,3557,3557.tw,20190417,tse,26,0,12,嘉威,嘉威光電股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1555482600000,-,29.05,23.85,26.45
