,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,16.60_16.65_16.70_16.75_16.80_,16.30_16.25_16.20_16.15_15.85_,8488,8488.tw,20190417,tse,1_3_4_4_4_,0,3_7_8_3_4_,16.60,20,RR,0,12,16.25,000000,吉源-KY,吉源控股股份有限公司,16.30,-,17.95,14:30:00,-,-,0,0,13:30:00,8488.tw_tse_20190417_B_9998972393,8488.tw_tse_20190417_B_9998956994,1555482600000,0,1,17.95,20,14.75,16.35,16.60
