,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,12.15_12.20_12.25_12.30_12.35_,12.10_12.05_12.00_11.95_11.90_,2601,2601.tw,20190416,tse,83_305_162_140_116_,9,154_251_473_178_126_,12.25,18,0,12,12.10,000000,益航,益航股份有限公司,12.20,12.10,12.05,14:30:00,2900,12.05,0,195,12.10,195,13:30:00,2601.tw_tse_20190416_B_9999022615,2601.tw_tse_20190416_B_9998996842,1555396200000,0,195,13.40,2051,11.00,12.20,12.10
