,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,92.10_92.30_92.40_92.50_92.60_,92.00_91.80_91.70_91.60_91.50_,6416,6416.tw,20190416,tse,5_2_1_2_1_,1,2_2_2_3_3_,92.10,27,0,12,90.20,000000,瑞祺電通,瑞&#35072;電通股份有限公司,90.20,91.60,91.50,14:30:00,373,91.50,0,12,92.10,12,13:30:00,6416.tw_tse_20190416_B_9999026229,6416.tw_tse_20190416_B_9998996682,1555396200000,0,12,99.30,290,81.30,90.30,92.10
