,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,42.00_42.50_42.70_45.00_,40.65_40.40_40.35_40.00_39.80_,8427,8427.tw,20190626,tse,9_2_2_2_,1_1_1_2_1_,20,RR,0,12,000000,基勝-KY,基勝(開曼)控股股份有限公司,-,40.30,14:30:00,-,-,0,1,42.90,0,13:30:00,8427.tw_tse_20190626_B_9999950486,1561530600000,0,0,45.00,0,36.90,40.95
