,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,6.79_6.80_6.89_6.90_6.92_,6.50_6.15_6.14_6.13_6.06_,1475,1475.tw,20190610,tse,1_1_1_1_1_,2_1_3_1_1_,04,0,12,000000,本盟,本盟光電股份有限公司,-,6.59,14:30:00,-,-,0,0,13:30:00,1560148200000,0,-,6.95,5.69,6.32
