,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,46.40_46.70_47.90_48.00_48.20_,45.10_44.80_44.70_44.50_44.20_,6671,6671.tw,20190610,tse,1_9_1_2_5_,1_1_2_2_1_,20,RR,0,12,000000,三能-KY,三能集團控股股份有限公司,-,46.00,14:30:00,-,-,0,0,13:30:00,1560148200000,0,-,49.60,40.60,45.10
