,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,51.70_51.80_51.90_52.10_52.40_,50.80_50.60_50.50_50.20_50.10_,1583,1583.tw,20190129,tse,1_5_1_2_1_,0,1_1_5_1_2_,50.80,05,0,12,50.80,000000,程泰,程泰機械股份有限公司,50.80,51.30,50.60,14:30:00,23,50.60,0,0,13:30:00,1583.tw_tse_20190129_B_9999515240,1548743400000,0,1,55.80,1,45.75,50.80,50.80
