,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,9943,9943.tw,20190222,tse,16,0,12,好樂迪,好樂迪股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1550817000000,-,73.90,60.50,67.20
