,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,21.25_21.30_21.35_21.40_21.45_,21.20_21.15_21.10_21.05_21.00_,1603,1603.tw,20190222,tse,2_11_7_9_5_,0,23_6_9_20_6_,21.40,06,0,12,21.20,000000,華電,中華電線電纜股份有限公司,21.40,21.15,21.10,14:30:00,150,21.15,0,2,21.20,2,13:30:00,1603.tw_tse_20190222_B_9999076607,1603.tw_tse_20190222_B_9999049729,1550817000000,0,2,23.40,88,19.20,21.30,21.20
