,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,6153,6153.tw,20190730,tse,28,0,12,嘉聯益,嘉聯益科技股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1564468200000,-,39.80,32.60,36.20
