,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,5469,5469.tw,20190730,tse,28,0,12,瀚宇博,瀚宇博德股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1564468200000,-,44.10,36.10,40.10
