,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,15.55_15.60_15.65_15.70_15.75_,15.45_15.40_15.35_15.30_15.25_,8411,8411.tw,20190717,tse,4_4_7_2_1_,2,5_2_8_1_6_,15.60,20,RR,0,12,15.25,000000,福貞-KY,福貞控股股份有限公司,15.25,15.55,15.45,14:30:00,400,15.55,0,2,15.55,2,13:30:00,8411.tw_tse_20190717_B_9999059846,8411.tw_tse_20190717_B_9999028966,1563345000000,0,2,16.90,32,13.90,15.40,15.55
