,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,6464,6464.tw,20190717,tse,20,0,12,台數科,台灣數位光訊科技股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1563345000000,-,116.50,95.40,106.00
