,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,2475,2475.tw,20190327,tse,26,0,12,華映,中華映管股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1553668200000,-,0.55,0.45,0.50
