,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,2371,2371.tw,20190327,tse,05,0,12,大同,大同股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1553668200000,-,27.30,22.40,24.85
