,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,83.80_83.90_84.00_84.30_84.40_,83.70_83.60_83.50_83.40_83.30_,6668,6668.tw,20190327,tse,1_2_6_6_2_,1,21_13_12_5_5_,85.90,26,0,12,82.80,000000,中揚光,中揚光電股份有限公司,85.30,84.60,84.00,14:30:00,595,84.00,0,17,83.70,17,13:30:00,6668.tw_tse_20190327_B_9999074146,6668.tw_tse_20190327_B_9999050812,1553668200000,0,17,94.00,877,77.00,85.50,83.70
