,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,1229,1229.tw,20190328,tse,02,0,12,聯華,聯華實業股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1553754600000,-,35.85,29.35,32.60
