,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,24.75_24.80_24.85_24.90_24.95_,24.70_24.60_24.55_24.50_24.45_,2371,2371.tw,20190328,tse,134_233_132_142_936_,21,4_140_32_82_14_,24.85,05,0,12,23.35,000000,大同,大同股份有限公司,23.80,24.00,23.70,14:30:00,99736,24.00,0,1303,24.75,08:00:00,1303,08:00:00,13:30:00,2371.tw_tse_20190328_B_9999078109,2371.tw_tse_20190328_B_9999054560,1553754600000,0,1303,27.30,28018,22.40,24.85,24.75
