,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,24.00_24.10_24.15_24.20_24.25_,23.95_23.90_23.85_23.80_23.75_,2901,2901.tw,20190328,tse,4_5_3_3_3_,0,2_4_4_5_6_,24.00,18,0,12,24.00,000000,欣欣,欣欣大眾市場股份有限公司,24.00,-,26.40,14:30:00,-,-,0,22,25.50,0,13:30:00,2901.tw_tse_20190328_B_9999364455,1553754600000,0,2,26.40,2,21.60,24.00,24.00
