,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,0.45_0.46_0.47_0.48_0.49_,-,2475,2475.tw,20190328,tse,227737_527_515_1398_16_,0,-,0.45,26,0,12,0.45,000000,華映,中華映管股份有限公司,0.45,0.45,-,14:30:00,1119,0.45,0,08:00:00,5,08:00:00,13:30:00,2475.tw_tse_20190328_B_9999167352,2475.tw_tse_20190328_B_9999054562,1553754600000,0,5,0.55,257,0.45,0.50,0.45
