,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,34.00_34.20_34.50_35.00_36.30_,32.05_32.00_31.60_31.50_31.10_,5538,5538.tw,20190815,tse,12_1_2_2_2_,0,1_20_1_1_1_,33.10,10,RR,0,12,33.10,000000,東明-KY,開曼東明控股股份有限公司,33.10,-,33.00,14:30:00,-,-,0,1,32.05,0,13:30:00,5538.tw_tse_20190815_B_9999037582,1565850600000,0,1,36.30,1,29.70,33.00,33.10
