,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,3579,3579.tw,20190510,tse,24,0,12,尚志,尚志半導體股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1557469800000,-,3.21,2.63,2.92
