,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,14.40_14.50_14.55_14.60_14.70_,14.25_14.20_14.15_14.10_14.05_,2243,2243.tw,20190614,tse,9_1_6_5_5_,0,1_9_4_2_1_,14.60,12,RR,0,12,14.20,000000,宏旭-KY,宏旭控股股份有限公司,14.60,14.50,14.30,14:30:00,-,-,0,0,13:30:00,2243.tw_tse_20190614_B_9999201982,2243.tw_tse_20190614_B_9999154067,1560493800000,0,2,16.05,53,13.15,14.60,14.40
