,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,4414,4414.tw,20190212,tse,04,0,12,如興,如興股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1549953000000,-,17.05,13.95,15.50
