,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,2601,2601.tw,20190408,tse,18,0,12,益航,益航股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1554705000000,-,13.45,11.05,12.25
