,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,50.70_50.80_50.90_51.30_51.40_,49.45_49.40_49.25_49.15_49.10_,1583,1583.tw,20181226,tse,1_6_1_2_1_,0,1_1_1_1_1_,50.80,05,0,12,50.80,000000,程泰,程泰機械股份有限公司,50.80,50.80,50.30,14:30:00,19,50.80,0,0,13:30:00,1583.tw_tse_20181226_B_9999939010,1545805800000,0,1,55.80,1,45.75,50.80,50.80
