,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,57.90_58.00_58.10_58.20_58.30_,57.30_57.20_57.10_57.00_56.70_,8442,8442.tw,20190822,tse,4_7_6_5_5_,0,2_1_2_3_2_,57.90,20,RR,0,12,57.90,000000,威宏-KY,威宏控股股份有限公司,57.90,57.90,57.50,14:30:00,-,-,0,0,13:30:00,8442.tw_tse_20190822_B_9999157907,1566455400000,0,1,63.80,1,52.20,58.00,57.90
