,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,32.50_32.80_33.00_,31.70_31.65_31.60_31.50_31.20_,2424,2424.tw,20190726,tse,2_1_2_,1_1_2_1_1_,25,0,12,000000,隴華,隴華電子股份有限公司,32.25,32.00,14:30:00,110,32.00,0,0,13:30:00,1564122600000,0,-,35.75,29.25,32.50
