,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,12.95_13.00_13.05_13.10_13.15_,12.30_12.25_12.20_12.05_12.00_,3701,3701.tw,20190104,tse,11_1_10_6_10_,10_3_1_5_2_,25,0,12,000000,大眾控,大眾全球投資控股股份有限公司,12.60,12.00,14:30:00,1000,12.60,0,2,14.00,0,13:30:00,3701.tw_tse_20190104_B_9999958618,1546583400000,0,0,14.00,0,11.50,12.75
