,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,14.00_14.05_14.10_14.15_14.20_,13.90_13.85_13.75_13.70_13.65_,6405,6405.tw,20190708,tse,2_1_7_2_2_,0,4_3_3_1_2_,14.10,26,0,12,14.10,000000,悅城,悅城科技股份有限公司,14.10,-,15.30,14:30:00,19,15.30,0,0,13:30:00,6405.tw_tse_20190708_B_9999690773,6405.tw_tse_20190708_B_9999574199,1562567400000,0,2,15.30,14,12.60,13.95,14.10
